BHCPR PEER GROUP DATA                        SUMMARY RATIOS                                                                PAGE 1 
                                             PEER GROUP 01 
                                             03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
Mutual Fund Fee Inc / Non-Int Income               2.90              3.24              2.84              3.12              2.86 
 
Overhead Exp / NII + Non-Int Income               66.79             68.01             69.10             68.44             65.92 
 
PERCENT OF AVERAGE ASSETS: 
  Total Overhead Expense                           3.12              3.18              3.34              3.16              3.19 
    Personnel Expense                              1.52              1.52              1.49              1.51              1.53 
    Net Occupancy Expense                          0.34              0.34              0.34              0.36              0.38 
    Other Operating Expenses                       1.26              1.30              1.50              1.23              1.24 
 
  Overhead Less Non-Interest Income                1.23              1.36              1.37              1.49              1.28 
 
PERCENT OF ADJUSTED OPERATING INCOME (TE): 
  Total Overhead Expense                          66.10             67.34             68.49             67.63             65.03 
    Personnel Expense                             32.41             32.71             31.26             32.51             31.04 
    Net Occupancy Expense                          7.46              7.68              7.39              7.92              7.84 
    Other Operating Expenses                      25.26             26.38             29.42             26.22             25.37 
 
  Total Non-Interest Income                       36.69             34.87             36.31             33.59             36.35 
    Fiduciary Activities Income                    2.36              2.27              2.18              2.81              3.28 
    Serv Charges on Deposit Accts - Domestic       4.68              4.74              4.62              5.74              6.22 
    Trading Revenue                                1.34              1.47              1.35              1.58              1.80 
    Investment Banking Fees & Commissions          2.71              3.17              2.80              2.86              3.07 
    Venture Capital Revenue                        0.03              0.13              0.11              0.12              0.12 
    Net Servicing Fees                             1.07              1.09              0.63              0.65              0.92 
    Net Securitization Income                      0.01              0.00              0.01              0.01              0.00 
    Insurance Activities Revenue                   1.17              1.22              1.11              1.03              1.00 
    Net Gain (Loss) - Sales Loans, OREO, Oth       3.00              1.44              2.05              0.42              0.49 
    Other Non-Interest Income                     10.69             10.40             12.06             12.04             12.94 
 
  Overhead Less Non-Interest Income               28.84             31.64             31.82             33.69             28.72 
TAX RATIOS: 
  Appl Inc Taxes/Pretax NOI (TE)                  29.65             29.09             27.20             27.79             21.65 
  Appl Inc Tax+TE/Pretax NOI+TE                   33.09             33.30             30.97             32.84             29.75 
 

 

BHCPR PEER GROUP DATA                        PERCENT COMPOSITION OF ASSETS AND LOAN MIX                                    PAGE 4 
                                             PEER GROUP 01 
PERCENT OF TOTAL ASSETS                      03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
-----------------------                      ----------        ----------        ----------        ----------        ---------- 
Real Estate Loans                                 32.85             33.53             32.33             32.56             34.18 
Commercial and Industrial Loans                   11.81             10.52             11.71             11.70             11.77 
Loans to Individuals                               4.90              4.77              4.94              6.00              5.68 
Loans to Depository Institutions                   0.10              0.10              0.10              0.14              0.07 
Agricultural Loans                                 0.11              0.11              0.12              0.15              0.17 
Other Loans and Leases                             3.97              3.56              4.07              3.49              3.40 
   Net Loans and Leases                           58.46             56.51             57.96             57.64             57.51 
Debt Securities Over 1 Year                       15.89             17.33             15.92             16.67             16.23 
Mutual Funds and Equity Securities                 0.12              0.13              0.12              0.12              0.18 
   Subtotal                                       75.41             74.91             74.97             75.85             75.08 
Interest-Bearing Bank Balances                     4.63              4.69              4.20              3.96              4.00 
Federal Funds Sold & Reverse Repos                 1.14              0.96              1.13              1.30              1.27 
Debt Securities 1 Year or Less                     2.93              3.17              3.03              3.07              3.03 
Trading Assets                                     0.88              1.04              0.98              1.38              1.43 
   Total Earning Assets                           88.17             88.04             87.84             88.19             87.62 
Non-Int Cash and Due From Dep Inst                 1.18              1.21              1.52              1.52              1.33 
Other Real Estate Owned                            0.23              0.30              0.22              0.32              0.37 
All Other Assets                                  10.52             10.60             10.46             10.18             10.96 
 
MEMORANDA: 
  Short-Term Investments                           9.52              9.64              9.33             10.02             10.19 
  U.S. Treasury Securities                         0.54              0.53              0.56              0.66              0.85 
  U.S. Agency Securities (excl MBS)                1.35              1.55              1.38              1.81              1.99 
  Municipal Securities                             1.19              1.15              1.13              1.39              1.36 
  Mortgage-Backed Securities                      12.09             13.57             11.90             12.85             11.86 
  Asset-Backed Securities                          0.64              0.60              0.65              0.56              0.51 
  Other Debt Securities                            0.98              1.06              1.01              1.09              1.13 
  RE Loans Secured by 1-4 Family                  16.39             16.75             16.40             14.92             14.72 
    Revolving                                      3.27              3.54              3.37              3.75              4.05 
    Closed-End, Sec by First Liens                12.04             11.94             11.96              9.88              9.36 
    Closed-End, Sec by Junior Liens                0.63              0.69              0.57              0.81              1.02 
  Commercial Real Estate Loans                    14.26             14.39             13.68             15.96             17.76 
    Construction and Land Dev                      1.69              1.93              1.62              2.35              3.38 
    Multifamily                                    1.64              1.72              1.65              1.61              1.60 
    Nonfarm Nonresidential                        10.45             10.36             10.10             11.22             11.98 
  RE Loans Secured by Farmland                     0.24              0.23              0.22              0.28              0.32 
LOAN MIX, % OF GROSS LOANS & LEASES: 
  Real Estate Loans                               56.57             58.43             55.63             55.27             57.39 
    RE Loans Secured by 1-4 Family                28.16             29.48             28.18             25.96             25.51 
      Revolving                                    5.69              6.34              5.89              6.46              6.91 
      Closed-End                                  21.88             22.48             21.76             18.80             17.92 
    Commercial Real Estate Loans                  24.04             24.52             23.19             26.20             28.90 
      Construction and Land Dev                    2.87              3.29              2.75              3.92              5.54 
      Multifamily                                  2.90              3.01              2.89              2.73              2.64 
      Nonfarm Nonresidential                      17.58             17.63             17.10             18.27             19.36 
    RE Loans Secured by Farmland                   0.42              0.42              0.39              0.50              0.55 
  Loans to Depository Institutions                 0.21              0.19              0.20              0.33              0.17 
  Commercial and Industrial Loans                 19.92             18.51             19.80             20.23             19.83 
  Loans to Individuals                             8.63              8.52              8.67             10.25              9.83 
    Credit Card Loans                              2.38              2.34              2.44              3.15              2.54 
  Agricultural Loans                               0.21              0.19              0.23              0.26              0.28 
  Loans to Foreign Govts and Inst                  0.01              0.00              0.00              0.01              0.01 
  Other Loans and Leases                           7.99              7.72              8.42              7.18              6.79 
 

 

BHCPR PEER GROUP DATA                        LIQUIDITY AND FUNDING                                                         PAGE 5 
                                             PEER GROUP 01 
PERCENT OF TOTAL ASSETS                      03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
-----------------------                      ----------        ----------        ----------        ----------        ---------- 
Short-Term Investments                             9.52              9.64              9.33             10.02             10.19 
Liquid Assets                                     24.70             26.24             24.99             26.81             25.95 
Investment Securities                             19.87             21.70             20.18             20.93             20.42 
Net Loans and Leases                              58.46             56.51             57.96             57.64             57.51 
Net Lns, Ls & Stdby Ltrs of Credit                60.44             58.51             59.99             60.00             60.00 
Core Deposits                                     56.40             55.39             55.65             55.91             53.59 
Noncore Funding                                   24.42             25.14             24.84             26.62             29.02 
Time Deposits of $100K or More                     5.81              6.31              5.83              6.23              6.69 
Foreign Deposits                                   0.97              1.03              1.01              1.65              1.96 
Fed Funds Purchased and Repos                      2.79              3.28              2.65              3.73              4.09 
Net Fed Funds Purchased (Sold)                     1.57              2.26              1.51              2.28              2.58 
Commercial Paper                                   0.14              0.10              0.14              0.11              0.12 
 
Oth Borrowings W/Rem Mat 1 Yr or Less              2.23              2.52              2.54              2.68              2.53 
Earning Assets Repr in 1 Year                     39.23             39.21             39.54             41.57             42.48 
Int-Bearing Liab Repr in 1 Year                   11.85             13.59             12.30             13.13             14.97 
Long-Term Debt Repr in 1 Year                      1.33              1.27              1.31              1.62              2.03 
Net Assets Repriceable in 1 Year                  23.85             22.59             23.69             25.09             23.91 
 
OTHER LIQUIDITY AND FUNDING RATIOS: 
Net Noncore Funding Dependence                    18.88             19.81             19.36             20.15             25.33 
Net ST Noncore Funding Dependence                  3.31              4.24              3.45              4.17              6.24 
Short-Term Inv/ST Noncore Funding                 97.87             84.05             91.19             75.14             65.99 
Liq Asts-ST Noncore Fndg/Nonliq Asts              17.70             19.28             18.48             20.31             15.49 
Net Loans and Leases/Total Deposits               93.13             88.11             93.70             87.55             88.15 
Net Loans and Leases/Core Deposits               121.68            117.82            125.80            116.55            120.14 
Held-To-Mat Sec Appr(Depr)/T1 Cap                  1.04              1.21              1.39              0.94              0.28 
Avail-For-Sale Sec Appr(Depr)/T1 Cap               3.92              3.79              4.41              3.77              2.05 
Struct Notes Appr(Depr)/T1 Cap                    -0.01             -0.02             -0.02             -0.17             -0.03 
 
PERCENT OF INVESTMENT SECURITIES: 
Held-To-Maturity Securities                       10.86             10.19             10.63              6.59              5.23 
Available-For-Sale Securities                     89.14             89.81             89.37             93.41             94.77 
U.S. Treasury Securities                           3.68              3.20              3.82              3.64              4.71 
U.S. Agency Securities (excl MBS)                  7.19              7.91              7.26              9.19             11.25 
Municipal Securities                               6.07              5.23              5.98              6.79              6.92 
Mortgage-Backed Securities                        63.63             64.52             63.14             61.59             57.24 
Asset-Backed Securities                            3.66              3.44              3.57              3.53              3.48 
Other Debt Securities                              5.01              5.87              5.16              6.86              6.80 
Mutual Funds and Equity Securities                 0.94              0.90              0.91              1.07              1.15 
 
Debt Securities 1 Year or Less                    16.91             16.47             16.95             16.71             17.10 
Debt Securities 1 To 5 Years                      20.19             24.54             20.72             24.69             27.34 
Debt Securities Over 5 Years                      58.84             54.60             58.02             54.15             50.65 
Pledged Securities                                40.65             40.73             40.49             47.10             50.95 
Structured Notes, Fair Value                       0.13              0.25              0.12              0.39              0.47 
 

 

BHCPR PEER GROUP DATA                        ALLOWANCE AND NET LOAN AND LEASE LOSSES                                       PAGE 6 
                                             PEER GROUP 01 
ANALYSIS RATIOS                              03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
---------------                              ----------        ----------        ----------        ----------        ---------- 
Provision for Ln&Ls Losses/Avg Assets              0.22              0.33              0.33              0.49              1.10 
Provision for Ln&Ls Losses/Avg Lns&Ls              0.37              0.56              0.55              0.80              1.80 
Provision for Ln&Ls Losses/Net Losses             70.37             70.44             76.91             70.36            100.32 
 
Ln&Ls Allowance/Total Loans & Leases               1.59              1.84              1.61              2.11              2.63 
Ln&Ls Allowance/Net Ln&Ls Losses (X)               5.72              3.36              3.51              2.24              1.70 
ALLL/Nonaccrual Assets                           122.56            114.67            123.03            115.70             99.32 
Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls             96.23             89.88             98.84             87.73             78.33 
 
Gross Ln&Ls Losses/Avg Loans & Leases              0.71              0.99              0.94              1.40              2.26 
Recoveries/Avg Loans and Leases                    0.17              0.19              0.19              0.23              0.20 
Net Losses/Avg Loans and Leases                    0.53              0.78              0.74              1.17              2.04 
Write-downs, Trans Lns HFS/Avg Lns&Ls              0.00              0.00              0.01              0.02              0.06 
Recoveries/Prior Year-End Losses                   5.01              4.35             18.24             12.27              9.74 
Earnings Coverage of Net Losses (X)               16.60              7.53              8.80              3.51              2.53 
 
NET LOAN AND LEASE LOSSES BY TYPE 
--------------------------------- 
Real Estate Loans                                  0.44              0.83              0.69              1.20              2.17 
  RE Loans Secured By 1-4 Family                   0.55              0.86              0.81              0.96              1.43 
    Revolving                                      0.68              1.04              1.02              1.12              1.31 
    Closed-End                                     0.50              0.81              0.76              0.93              1.45 
  Commercial Real Estate Loans                     0.27              0.64              0.50              1.21              2.64 
    Construction and Land Dev                      0.59              1.53              1.28              3.38              6.60 
    Multifamily                                    0.17              0.32              0.29              0.78              1.20 
    Nonfarm Nonresidential                         0.23              0.45              0.40              0.74              1.38 
  RE Loans Secured by Farmland                     0.35              0.25              0.37              1.03              0.60 
 
Commercial and Industrial Loans                    0.50              0.56              0.55              0.87              1.57 
Loans to Depository Institutions                   0.00              0.01              0.05             -0.02              0.05 
 
Loans to Individuals                               1.48              1.70              1.50              1.96              2.88 
  Credit Card Loans                                2.72              3.01              2.70              3.76              5.94 
 
Agricultural Loans                                 0.04              0.13              0.20              0.34              0.62 
Loans to Foreign Governments & Inst                0.00              0.00              0.00             -0.11             -0.13 
Other Loans and Leases                             0.12              0.13              0.18              0.37              0.72 
 

 

BHCPR PEER GROUP DATA                        PAST DUE AND NONACCRUAL ASSETS                                                PAGE 7 
                                             PEER GROUP 01 
PERCENT OF LOANS AND LEASES                  03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
---------------------------                  ----------        ----------        ----------        ----------        ---------- 
30-89 Days PD Loans and Leases                     0.79              0.89              0.87              0.96              1.20 
90+ Days PD Loans and Leases                       0.55              0.61              0.57              0.72              0.78 
Nonaccrual Loans and Leases                        1.47              1.91              1.52              2.18              3.12 
 
90+ Days PD and Nonaccrual Loans and Leases        2.31              2.89              2.28              3.00              4.07 
 
30-89 Days PD Restructured                         0.05              0.07              0.06              0.08              0.05 
90+ Days PD Restructured                           0.03              0.03              0.03              0.04              0.02 
Nonaccrual Restructured                            0.46              0.47              0.47              0.55              0.46 
 
PERCENT OF LNS&LS + OTHER ASSETS 
30+ DAYS PAST DUE AND NONACCRUAL 
-------------------------------- 
30-89 Days Past Due Assets                         0.80              0.89              0.88              0.96              1.21 
90+ Days Past Due Assets                           0.56              0.61              0.58              0.73              0.79 
Nonaccrual Assets                                  1.51              1.97              1.56              2.20              3.14 
  30+ Days PD & Nonaccrual Assets                  3.20              3.87              3.24              4.06              5.38 
 
PERCENT OF TOTAL ASSETS 
----------------------- 
90+ Days PD and Nonaccrual Assets                  1.38              1.69              1.37              1.76              2.40 
90+ PD & Nonaccrual Assets + OREO                  1.62              1.99              1.59              2.09              2.79 
 
RESTRUCTURED & NONACCRUAL LNS&LS 
+ REAL ESTATE ACQUIRED AS PERCENT OF: 
------------------------------------- 
Total Assets                                       1.77              2.17              1.79              2.43              2.79 
Allowance for Loan & Lease Losses                204.04            214.58            201.01            210.83            201.05 
Equity Cap + ALLL                                 14.64             18.62             15.15             20.69             23.64 
Tier 1 Cap + ALLL                                 16.96             21.43             17.90             24.43             26.90 
Loans & Leases + RE Acquired                       2.95              3.63              3.02              4.08              4.70 
 

 

BHCPR PEER GROUP DATA                        PAST DUE AND NONACCRUAL LOANS AND LEASES                                      PAGE 7A 
                                             PEER GROUP 01 
 
30+ DAYS PAST DUE AND NONACCRUAL 
LNS&LS AS A PERCENT OF LOAN TYPE             03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
--------------------------------             ----------        ----------        ----------        ----------        ---------- 
Real Estate  - 30-89 Days PD                       0.92              1.07              1.01              1.14              1.38 
             - 90+ Days Past Due                   0.84              0.84              0.75              0.90              0.95 
             - Nonaccrual                          2.27              3.21              2.37              3.76              5.21 
Coml & Indl  - 30-89 Days PD                       0.41              0.40              0.42              0.45              0.64 
             - 90+ Days Past Due                   0.11              0.11              0.12              0.15              0.24 
             - Nonaccrual                          0.89              0.95              0.97              1.12              1.91 
Individuals  - 30-89 Days PD                       1.02              1.11              1.31              1.50              1.89 
             - 90+ Days Past Due                   0.29              0.35              0.29              0.54              0.62 
             - Nonaccrual                          0.29              0.32              0.33              0.30              0.45 
Dep Inst Lns - 30-89 Days PD                       0.00              0.00              0.01              0.02              0.00 
             - 90+ Days Past Due                   0.00              0.00              0.00              0.00              0.00 
             - Nonaccrual                          0.00              0.00              0.00              0.00              0.00 
Agricultural - 30-89 Days PD                       0.25              0.38              0.25              0.19              0.38 
             - 90+ Days Past Due                   0.01              0.03              0.02              0.03              0.04 
             - Nonaccrual                          1.34              1.15              1.26              1.12              2.38 
Foreign Govts- 30-89 Days PD                       0.00              0.00              0.92              0.00              0.00 
             - 90+ Days Past Due                   0.00              0.00              0.00              0.00              0.00 
             - Nonaccrual                          0.16              0.17              0.17              0.18              0.62 
Other Lns&Ls - 30-89 Days PD                       0.20              0.23              0.21              0.31              0.50 
             - 90+ Days Past Due                   0.02              0.03              0.03              0.03              0.08 
             - Nonaccrual                          0.29              0.31              0.28              0.43              0.72 
 
MEMORANDA: 
1-4 Family    - 30-89 Days PD                      1.12              1.27              1.23              1.36              1.57 
              - 90+ Days Past Due                  1.05              1.08              0.99              1.14              1.08 
              - Nonaccrual                         2.17              2.60              2.17              2.74              3.31 
  Revolving   - 30-89 Days PD                      0.60              0.75              0.66              0.80              0.75 
              - 90+ Days Past Due                  0.13              0.14              0.12              0.18              0.18 
              - Nonaccrual                         1.22              1.13              1.23              1.02              1.34 
  Closed-End  - 30-89 Days PD                      1.27              1.48              1.42              1.63              1.98 
              - 90+ Days Past Due                  1.33              1.42              1.26              1.51              1.45 
              - Nonaccrual                         2.48              3.07              2.47              3.34              4.13 
              -   Jr Lien 30-89 Days PD            0.07              0.11              0.09              0.14              0.19 
              -   Jr Lien 90+ Days PD              0.02              0.02              0.02              0.03              0.05 
              -   Jr Lien Nonaccrual               0.16              0.17              0.16              0.19              0.29 
Commercial RE - 30-89 Days PD                      0.53              0.70              0.66              0.79              1.11 
              - 90+ Days Past Due                  0.38              0.45              0.34              0.45              0.57 
              - Nonaccrual                         2.18              3.50              2.42              4.31              6.70 
  Const & Dev - 30-89 Days PD                      0.63              1.46              1.24              1.24              1.70 
              - 90+ Days Past Due                  1.14              1.45              1.05              1.40              1.57 
              - Nonaccrual                         5.23              9.06              5.54             10.39             15.47 
  Multifamily - 30-89 Days PD                      0.57              0.69              0.55              0.56              0.84 
              - 90+ Days Past Due                  0.15              0.26              0.24              0.19              0.41 
              - Nonaccrual                         1.09              1.92              1.29              2.49              3.44 
  Nonfarm Nres- 30-89 Days PD                      0.47              0.53              0.51              0.60              0.82 
              - 90+ Days Past Due                  0.28              0.27              0.23              0.29              0.34 
              - Nonaccrual                         1.90              2.68              2.09              3.28              4.23 
Farmland      - 30-89 Days PD                      0.44              0.30              0.32              0.40              0.44 
              - 90+ Days Past Due                  0.35              0.54              0.58              0.57              0.23 
              - Nonaccrual                         2.06              2.96              3.17              3.91              5.27 
Credit Card   - 30-89 Days PD                      1.01              1.02              1.06              1.10              1.30 
              - 90+ Days Past Due                  0.59              0.68              0.54              0.70              0.97 
              - Nonaccrual                         0.28              0.29              0.29              0.28              0.39 
 

 

BHCPR PEER GROUP DATA                        RISK-BASED CAPITAL AND DERIVATIVES AND OFF-BALANCE-SHEET TRANSACTIONS         PAGE 8 
                                             PEER GROUP 01 
CAPITAL RATIOS                               03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
--------------                               ----------        ----------        ----------        ----------        ---------- 
Tier 1 Leverage Ratio                              9.53              9.65              9.37              9.26              9.03 
Tier 1 RBC Ratio                                  13.01             13.50             12.86             13.14             12.98 
Total Risk-Based Capital Ratio                    14.98             15.75             14.85             15.50             15.63 
 
Tangible Tier 1 Leverage Ratio                     9.24              9.35              9.10              8.95              8.70 
Tangible Common Eq Cap/Tan Assets                  8.23              7.95              8.03              7.73              7.05 
DERIVATIVES AND 
OFF-BALANCE-SHEET TRANSACTIONS 
------------------------------ 
PERCENT OF TOTAL ASSETS: 
  Loan Commitments                                25.16             22.05             24.43             26.73             24.61 
  Standby Letters of Credit                        1.59              1.52              1.46              2.04              2.31 
  Commercial & Similar Letters of Credit           0.05              0.06              0.06              0.08              0.08 
 
  Securities Lent                                  0.29              0.37              0.29              0.63              0.84 
  Credit Derivatives (BHC as Guarantor)            0.17              0.15              0.18              2.62              2.54 
  Credit Derivatives (BHC as Beneficiary)          0.23              0.33              0.25              2.86              2.75 
  TYPE OF DERIVATIVE INSTRUMENT: 
  Derivative Contracts                            43.08             48.87             43.22            113.40            106.16 
  Interest Rate Contracts                         29.93             34.79             31.25             86.32             81.18 
    Interest Rate Futures & Forward Contr          7.07              7.72              6.72             14.00             13.85 
    Written Options Contr (Int Rate)               2.26              2.33              2.08              4.40              5.08 
    Purchased Options Contr (Int Rate)             1.40              1.59              1.46              4.16              5.03 
    Interest Rate Swaps                           17.01             19.96             17.60             62.22             51.76 
 
  Foreign Exchange Contracts                       9.09              9.50              9.01             19.05             17.41 
    Futures & Forward Foreign Exch Contr           5.55              5.85              5.81             11.41             10.24 
    Written Options Contr (Foreign Exch)           0.09              0.15              0.11              0.59              0.62 
    Purchased Options Contr (Foreign Exch)         0.10              0.17              0.11              0.58              0.62 
    Foreign Exchange Rate Swaps                    0.93              0.82              0.92              3.99              2.25 
 
  Equity,Commodity, & Other Deriv Contr            1.58              1.84              1.54              3.41              2.77 
    Commodity & Other Fut & Forward Contr          0.09              0.12              0.09              0.28              0.32 
    Written Options Contr (Comm & Other)           0.65              0.59              0.64              1.28              1.16 
    Purchased Options Contr (Comm & Oth)           0.41              0.46              0.40              0.94              0.68 
    Commodity & Other Swaps                        0.24              0.28              0.22              0.49              0.35 
 
PERCENT OF AVERAGE LOANS AND LEASES: 
  Loan Commitments                                48.57             44.92             49.25             57.21             50.58 
 

 

BHCPR PEER GROUP DATA                        DERIVATIVES ANALYSIS                                                          PAGE 9 
                                             PEER GROUP 01 
PERCENT OF NOTIONAL AMOUNT                   03/31/2013        03/31/2012        12/31/2012        12/31/2011        12/31/2010 
--------------------------                   ----------        ----------        ----------        ----------        ---------- 
Interest Rate Contracts                           88.01             86.60             87.64             84.64             87.69 
Foreign Exchange Contracts                         7.87              7.84              8.15              9.68              8.20 
