"Institution Name (RSSD ID)","Location","Total Assets 1","Date 1"
"WEBSTER FINANCIAL CORPORATION (1145476)","WATERBURY, CT","$24,937,488",2016-03-31
"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL","$24,819,488",2016-03-31
"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO","$24,519,161",2016-03-31
"UMPQUA HOLDINGS CORPORATION (2747644)","PORTLAND, OR","$23,935,765",2016-03-31
"WINTRUST FINANCIAL CORPORATION (2260406)","ROSEMONT, IL","$23,492,196",2016-03-31
"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO","$22,857,531",2016-03-31
"HANCOCK HOLDING COMPANY (1086533)","GULFPORT, MS","$22,817,169",2016-03-31
"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX","$22,067,070",2016-03-31
"VALLEY NATIONAL BANCORP (1048773)","WAYNE, NJ","$21,727,523",2016-03-31
"TCF FINANCIAL CORPORATION (2389941)","WAYZATA, MN","$21,333,329",2016-03-31
"INVESTORS BANCORP, INC. (2477754)","SHORT HILLS, NJ","$21,200,387",2016-03-31
"PACWEST BANCORP (2875332)","BEVERLY HILLS, CA","$21,031,465",2016-03-31
"MACY'S, INC. (4103310)","CINCINNATI, OH","$20,575,872",2016-03-31
"F.N.B. CORPORATION (3005332)","PITTSBURGH, PA","$20,324,524",2016-03-31
"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX","$20,210,931",2016-03-31
"IBERIABANK CORPORATION (2291914)","LAFAYETTE, LA","$20,092,563",2016-03-31
"UMB FINANCIAL CORPORATION (1049828)","KANSAS CITY, MO","$19,302,913",2016-03-31
"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE","$18,509,333",2016-03-31
"FULTON FINANCIAL CORPORATION (1117129)","LANCASTER, PA","$18,081,922",2016-03-31
"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL","$17,667,372",2016-03-31
"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR","$16,434,884",2016-03-31
"FIRSTBANK HOLDING COMPANY (1060627)","LAKEWOOD, CO","$16,074,822",2016-03-31
"BANK OF HAWAII CORPORATION (1025309)","HONOLULU, HI","$15,705,449",2016-03-31
"MB FINANCIAL, INC. (1090987)","CHICAGO, IL","$15,575,653",2016-03-31
"WESTERN ALLIANCE BANCORPORATION (2349815)","PHOENIX, AZ","$15,248,039",2016-03-31
"ASTORIA FINANCIAL CORPORATION (2504128)","LAKE SUCCESS, NY","$15,023,537",2016-03-31
"MODERN WOODMEN OF AMERICA (3057395)","ROCK ISLAND, IL","$14,850,115",2016-03-31
"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA","$14,670,823",2016-03-31
"STIFEL FINANCIAL CORP. (3063622)","SAINT LOUIS, MO","$14,213,728",2016-03-31
"BANCORPSOUTH, INC. (1097614)","TUPELO, MS","$13,925,516",2016-03-31
"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI","$13,736,630",2016-03-31
"CATHAY GENERAL BANCORP (1843080)","LOS ANGELES, CA","$13,262,019",2016-03-31
"STERLING BANCORP (3083291)","MONTEBELLO, NY","$12,874,990",2016-03-31
"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY","$12,859,663",2016-03-31
"TRUSTMARK CORPORATION (1079562)","JACKSON, MS","$12,775,196",2016-03-31
"FIRST BANCORP (2744894)","SAN JUAN, PR","$12,714,370",2016-03-31
"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV","$12,606,884",2016-03-31
"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH","$12,466,521",2016-03-31
"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO","$12,106,043",2016-03-31
"MIDLAND FINANCIAL CO. (2568278)","OKLAHOMA CITY, OK","$11,988,136",2016-03-31
"OLD NATIONAL BANCORP (1098303)","EVANSVILLE, IN","$11,932,374",2016-03-31
"INTERNATIONAL BANCSHARES CORPORATION (1104231)","LAREDO, TX","$11,878,689",2016-03-31
"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI","$11,870,506",2016-03-31
"HILLTOP HOLDINGS, INC (3838727)","DALLAS, TX","$11,731,928",2016-03-31
"BANK OF THE OZARKS INC (1097089)","LITTLE ROCK, AR","$11,427,419",2016-03-31
"BREMER FINANCIAL CORPORATION (1020180)","SAINT PAUL, MN","$10,929,047",2016-03-31
"FIRST MIDWEST BANCORP, INC. (1208184)","ITASCA, IL","$10,728,922",2016-03-31
"COUNTRY LIFE INSURANCE COMPANY (3825204)","BLOOMINGTON, IL","$10,182,556",2016-03-31
